,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
278685,56.038845,92.89756492755085,362.2324571953218,1,18,53,76,0,0,0,0,0,4,15,15,3.588116591910721,1095286.0,0.144004367403244,0,20,42,60,0,0,0,1,0,0,2,2,3,4,5,0,0,0,0,0,1,0,0,1,0,1,3,6,0,5,23,39,1.512943619419746,4.391937795870015,0,0,0,0.2511622247382544,5,13,19,58,14,2626.0,687.0,13.241379310344827,14.642857142857142,2005.8275862068965,2008.0,5205.8722418524585,красноярский край,10,unknown,95.0,красноярск,s14828,False,False,66800.0,69171.05163353539,0.0
277038,52.270695,104.33960283277084,197.9833328170445,0,5,19,34,0,0,0,0,0,1,5,8,4.364134190076117,623562.0,0.3351183772534338,0,1,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,2,0,0,0,1,0,3,10,16,59.56869212408844,5.1925747886332765,0,0,0,0.5056610864144147,0,1,16,233,71,2241.0,664.0,6.603015075376884,6.739130434782608,1985.005128205128,1986.4328358208957,5453.9035560929005,иркутская область,10,unknown,105.0,иркутск,s19642,False,False,30600.0,24875.83136380056,0.2852246513426489
279678,56.32425,44.01057608846936,338.2288565554132,9,194,310,399,0,0,1,1,3,67,97,122,0.550158083735573,1252236.0,0.0423052495131528,4,49,83,116,0,12,23,37,1,10,23,27,3,5,6,31,46,67,6,8,9,5,11,14,1,11,19,22,3,71,111,138,1.4339786140858253,3.8054317426538233,0,0,0,0.0637895265928286,14,24,38,229,76,2193.0,655.0,4.381720430107527,3.603448275862069,1945.619047619048,1936.275862068965,2478.86269025097,нижегородская область,100,unknown,45.0,нижний новгород,s19642,False,False,44600.0,46397.57872767122,0.0
275431,51.72705596572635,36.18535999073781,606.6323682430499,3,88,159,221,0,5,7,8,1,20,32,41,1.7365500710027792,443212.0,0.0357586726896629,6,23,39,66,0,1,5,11,0,6,13,14,2,4,6,4,8,14,0,0,2,2,5,8,0,6,12,14,2,54,90,123,433.1609265342476,3.1760527808824714,0,0,0,0.0432382311840233,18,25,37,103,33,1038.0,237.0,5.0,3.71875,1959.09375,1956.4516129032247,1871.7621413808497,курская область,10,unknown,35.0,курск,s33037,False,False,41800.0,39800.052328112186,0.0
277780,54.999795,73.37813232874095,1968.2898463693148,1,48,91,140,0,0,0,0,0,4,14,20,0.957892275823606,1164815.0,0.0981378796483135,0,11,33,54,0,1,1,4,0,3,6,10,6,8,12,0,0,2,3,5,6,0,1,2,0,4,16,21,0,29,56,82,0.4730077988834182,6.736458329295442,0,0,0,0.0953578000083516,9,20,30,76,25,1113.0,406.0,4.815789473684211,5.32,1961.657894736842,1966.6,4035.7822355636245,омская область,100,manylevels,75.0,омск,s18486,False,False,23400.0,26997.04014529047,0.0
278654,54.696346,20.51845699960089,1533.1429039600562,1,28,70,104,0,0,1,1,1,6,11,15,1.5734596158395004,453461.0,0.0449130475648555,3,27,43,73,1,2,3,7,0,1,3,3,1,3,6,1,4,4,1,1,4,2,5,9,0,1,4,5,0,15,40,58,817.2786792599237,1.1264282736599422,0,0,0,0.12740674575882,10,12,17,142,30,2419.0,519.0,5.873239436619718,4.766666666666667,1970.7323943661968,1958.833333333333,1122.2846234362921,калининградская область,100,first,25.0,калининград,s18486,False,False,36300.0,30127.00243447325,0.13395191271818627
279711,61.2302,73.45525457260135,505.07702131406114,4,42,88,138,0,0,0,0,0,8,9,15,4.037139669229775,380632.0,0.1531973517827037,0,9,14,27,0,0,0,0,0,0,2,7,2,7,7,2,2,2,1,3,3,2,4,5,1,5,8,12,2,26,59,97,693.1041610195496,9.63332532113349,0,0,0,0.1233339846523828,4,7,14,92,34,2160.0,423.0,4.717391304347826,3.5882352941176467,1991.892307692308,1998.5,4497.679928531295,ханты-мансийский ао,10,unknown,76.0,сургут,s29120,False,False,38700.0,37831.853744378684,0.0
277082,61.782986,34.37555560908331,267.26754884080384,1,13,51,129,0,0,0,0,0,0,12,23,1.2033747061529183,280170.0,0.2819558131741833,0,2,14,27,1,5,5,9,0,0,0,7,0,1,8,2,5,15,0,1,1,1,2,4,0,1,3,11,0,5,25,61,295.7944538436812,93.9314017845033,0,0,0,0.4888050492968768,0,5,10,152,18,2081.0,289.0,4.306666666666667,4.27777777777778,1963.406666666667,1965.611111111111,2123.8244709382157,карелия,10,unknown,36.0,петрозаводск,s9215,False,False,36300.0,38018.08354239195,0.0
276170,55.337832308463,86.09981648210092,358.21935637266967,0,3,7,28,0,0,0,0,0,0,0,2,2.2346894111749056,558662.0,0.9230168284360676,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,4,18,201.2144038862401,1.8206780637754896,0,0,0,0.1026300200179064,3,6,9,83,19,1181.0,145.0,4.556962025316456,4.166666666666667,1968.1265822784808,1966.333333333333,4764.57720627594,кемеровская область,110,unknown,85.0,кемерово,s9166,False,False,31500.0,28429.50783878129,0.0
278543,56.838013,60.60075211836347,408.58626217079774,3,147,277,455,0,0,1,2,1,63,102,148,0.6672555793358654,1468833.0,0.0640115137069235,0,21,44,72,0,5,21,40,1,9,19,35,2,4,8,4,10,29,5,9,12,2,8,14,0,9,22,34,1,66,119,186,0.2077651945928887,2.37705635889248,0,0,0,0.1274578578436734,16,18,22,67,16,1763.0,621.0,8.492307692307692,6.375,1959.8153846153848,1945.9375,3444.42633671332,свердловская область,110,unknown,65.0,екатеринбург,s23381,False,False,58400.0,56321.03213098362,0.0
277703,51.5002255,45.941160281654405,159.7912245070099,0,12,21,40,0,0,0,0,0,3,3,3,7.476375951956804,842097.0,0.1634970511855425,0,7,9,12,0,0,0,0,0,0,0,1,3,3,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,13,27,363.1683633835008,2.0374568535710225,0,0,0,0.1245753922746529,6,9,17,156,48,2882.0,841.0,5.578571428571428,4.976190476190476,1968.883561643836,1965.377777777777,2365.980114236845,саратовская область,10,other,45.0,саратов,s29017,False,False,29600.0,21427.960205973588,2.3792596713380068
277798,56.50914,84.97227204510878,1140.6674272459018,0,13,31,59,0,0,0,0,0,2,2,5,2.5140899937592787,576624.0,0.0856142577032422,0,5,6,6,0,0,0,0,0,0,0,0,1,3,3,0,0,2,0,1,1,1,2,3,0,0,0,0,0,9,24,45,205.73684132783535,1.7953147654752215,0,0,0,0.1461373015969764,7,9,13,62,24,1296.0,649.0,6.4,6.9523809523809526,1979.8627450980389,1980.571428571429,4801.710017115139,томская область,100,unknown,85.0,томск,s31937,False,False,26600.0,22812.959657162413,0.011383329435985304
279057,52.348843,35.36240181700809,1045.3523971730888,1,6,31,60,0,0,0,0,0,0,3,7,83.93325543764996,319550.0,0.0893102671720869,1,5,18,30,0,0,0,0,0,0,1,3,0,2,3,0,2,2,0,0,1,1,1,2,0,1,3,3,1,5,20,38,387.5309431370449,2.136324389367343,0,0,0,0.0822322156328888,3,15,26,135,46,3446.0,1164.0,7.850746268656716,7.733333333333332,1987.0666666666664,1987.8695652173917,1851.1808208214713,курская область,110,unknown,35.0,железногорск,s7137,False,False,34700.0,34824.620002255804,0.0
277341,56.511658,84.97694305807858,183.38311510791752,2,36,73,109,0,0,0,0,0,3,6,10,2.877225578454113,576624.0,0.0884119938908207,2,3,8,10,0,0,0,0,0,0,0,1,2,4,5,1,1,1,0,0,0,2,3,5,0,0,1,3,1,29,57,81,206.1129075689836,1.6185050572153996,0,0,0,0.0850100570757202,8,13,20,101,24,2327.0,773.0,6.940476190476191,6.5,1982.105882352941,1979.9565217391305,4802.18794398361,томская область,10,first,85.0,томск,s2098,False,False,45100.0,44469.7430033345,0.0
279564,51.751263,36.195741438776594,8.757588255403261,7,168,252,397,0,0,0,0,0,21,32,49,1.5817694031819207,443212.0,0.0817124722697531,0,18,35,49,0,0,10,11,0,10,12,23,2,3,9,8,12,31,0,0,1,5,13,15,0,5,11,21,5,131,176,266,430.1472623513532,2.4779992881521675,0,0,0,0.0326860659712585,15,17,30,156,44,2197.0,590.0,5.167832167832168,4.075,1968.8461538461536,1963.170731707317,1873.1753346781259,курская область,10,unknown,35.0,курск,s9675,False,False,44600.0,38709.28731901087,0.00021088419509714227
278963,56.51345,84.98110225661124,59.896931616795214,0,68,111,150,0,0,0,0,0,4,9,14,3.165928336809884,576624.0,0.3867524780388882,0,7,11,12,0,0,0,0,0,1,3,3,3,3,8,1,1,1,0,0,1,3,5,10,0,1,2,3,0,54,84,102,206.4163705687003,1.4868314196046482,0,0,0,0.1395051131032187,9,18,25,120,34,3290.0,871.0,7.0,7.068965517241379,1982.3823529411768,1982.4,4802.575273323886,томская область,110,underground,85.0,томск,s2098,False,False,54900.0,62390.508146700085,0.0
278546,56.011776,92.86480434303076,150.0841357131937,6,41,84,113,0,0,0,0,4,18,40,54,0.7285108419583697,1095286.0,0.0822918103897477,0,43,80,118,0,1,1,3,0,1,7,8,0,0,0,2,3,10,1,3,3,2,5,7,1,5,7,8,2,18,29,33,0.5473950991655573,2.2058682444021853,0,0,0,0.1574231307288706,7,12,15,95,45,1554.0,861.0,5.354838709677419,5.955555555555558,1965.967741935484,1966.6444444444448,5201.522619145666,красноярский край,100,second,95.0,красноярск,s32174,False,False,94500.0,95033.36200207176,0.0
275433,59.9386761615361,30.35364339021372,157.2319651601198,13,275,655,1124,0,2,6,11,4,103,245,411,1.9104351332892384,5381736.0,0.0241527932593089,3,40,92,152,0,18,40,63,0,8,18,42,19,36,50,10,27,48,19,66,113,12,22,37,0,21,76,152,9,127,335,576,0.6920856994398917,1.4993359974612015,0,0,0,0.0745212561245944,20,36,55,345,70,6518.0,1469.0,4.645061728395062,4.666666666666667,1872.632716049383,1869.530303030303,1819.357201488771,санкт-петербург,10,underground,35.0,санкт-петербург,s11087,False,False,146100.0,170868.56335249994,0.0
277475,54.80228,32.04720754794358,443.18692782573095,0,11,23,69,0,0,0,0,0,0,1,4,2.326444603174312,330049.0,0.1180175770881077,0,10,19,35,0,1,1,3,0,1,1,3,4,5,6,5,6,8,0,0,0,0,1,4,0,1,1,4,0,0,7,40,566.918818164707,0.7469382153677928,0,0,0,0.1622156941386835,6,15,32,100,44,1170.0,625.0,4.957894736842105,5.568181818181818,1968.294736842105,1971.4772727272727,1756.2600412605175,смоленская область,10,unknown,35.0,смоленск,s523,False,False,38300.0,39125.70274820561,0.0
276343,53.261536,34.34590418935842,286.61206358419264,0,3,5,19,0,0,0,0,0,0,1,4,2.653592475447748,406553.0,0.151808252347074,0,4,5,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,3,10,327.166694637404,3.5726397641249914,0,0,0,0.248088685991964,3,4,10,65,14,1487.0,397.0,8.015873015873016,10.857142857142858,1989.8125,2006.357142857143,1829.3156124340644,брянская область,110,unknown,35.0,брянск,s12132,False,False,40700.0,42384.817470990754,0.0
275573,56.06765053489657,92.9375569584842,87.68322401387083,1,14,25,44,0,0,0,0,0,1,3,5,7.346361782182329,1095286.0,0.0511135957565369,1,16,34,54,0,0,0,0,0,0,0,1,1,3,3,1,1,2,1,1,1,0,1,1,0,1,1,4,1,9,14,24,1.892527353336788,3.241058145986225,0,0,0,0.1633158234588708,5,12,16,95,36,3606.0,1179.0,10.273684210526316,9.416666666666666,1999.1263157894737,1995.666666666667,5210.790465115337,красноярский край,10,unknown,95.0,красноярск,s28858,False,False,78600.0,76879.01620649378,0.0
279467,54.517456,36.265778930608775,123.44669107416593,3,208,431,611,0,0,0,0,0,29,61,84,0.8461876200663868,342936.0,0.0552010523117713,4,59,89,144,0,7,16,21,0,11,19,30,16,24,31,20,40,46,0,0,0,1,5,6,1,24,39,55,3,144,306,440,141.70671040560438,9.074899308214372,0,0,0,0.0822582950569125,17,33,50,394,86,5004.0,1130.0,4.300261096605744,4.440476190476192,1954.992346938776,1954.2470588235292,1977.118007155191,калужская область,10,first,35.0,калуга,s15441,False,False,74000.0,82035.41068521448,0.0
277321,56.323402,44.03582106964951,263.4455200719346,6,56,112,158,0,0,0,1,0,7,11,20,1.8976991604608628,1252236.0,0.0975345645131974,0,26,35,54,0,1,2,3,0,2,3,5,1,3,5,15,33,38,0,0,2,5,11,13,0,2,3,13,5,21,42,65,2.619062668904596,5.34142280650757,0,0,0,0.0492258421827523,6,15,26,160,66,1683.0,557.0,5.294573643410852,4.6938775510204085,1954.1230769230767,1941.25,2480.2472525059393,нижегородская область,100,unknown,45.0,нижний новгород,s14602,False,False,46500.0,39799.5000907096,0.014975858818604663
275316,57.99976759259454,56.24701020225128,240.7254090449587,12,84,154,262,0,0,0,0,5,15,31,47,1.645732374593278,1055397.0,0.0216511230803908,6,40,114,181,2,6,10,23,1,3,11,16,2,5,10,1,6,10,0,1,2,1,4,8,2,4,6,13,4,55,84,142,271.3845464804922,2.2175807158409704,0,0,0,0.0972642541090977,7,29,42,197,69,3203.0,1078.0,5.465240641711231,5.323529411764706,1961.5510204081636,1961.159420289855,3262.313519508868,пермский край,10,unknown,55.0,пермь,s10946,False,False,48400.0,49749.629868790966,0.0
275537,54.97364588989289,73.37784693905633,643.8884082849833,7,141,236,382,0,1,1,1,0,24,53,84,2.114645158498731,1164815.0,0.0774415609525076,0,22,32,74,0,9,15,18,0,16,20,31,5,10,18,4,5,11,0,0,2,0,1,4,0,13,17,34,7,97,148,236,2.533737423717806,3.736590317430797,0,0,0,0.0663715412602798,8,12,18,107,44,2193.0,921.0,5.308411214953272,5.568181818181818,1965.233644859813,1961.75,4033.8477737904436,омская область,110,first,75.0,омск,s12785,False,False,41900.0,40337.73502644642,0.0
277761,54.980312,73.38507955603264,687.0930909326515,3,106,259,462,0,0,0,2,2,21,66,132,1.3945418099176818,1164815.0,0.1690702215750356,0,25,58,95,0,7,12,22,0,8,18,34,3,10,18,7,14,17,1,1,3,1,3,9,2,12,24,34,1,64,154,261,1.7659017914066597,4.5373446844140615,0,0,0,0.1310183240773119,6,15,27,116,22,2035.0,460.0,4.9827586206896575,5.545454545454546,1960.2844827586207,1976.909090909091,4034.7345701354957,омская область,10,first,75.0,омск,s32134,False,False,39500.0,37673.20664637163,0.0
276099,57.17403595806479,65.55554050684954,124.87248040928247,0,28,55,78,0,0,1,1,0,4,11,16,2.5941190761118453,744554.0,0.0617635429732321,1,15,31,62,0,0,0,0,0,5,5,5,2,5,6,0,1,1,0,1,1,4,6,8,0,0,2,2,0,13,26,40,299.670047226252,3.940294150803119,0,0,0,0.0757315297919695,9,13,17,102,38,3709.0,1455.0,12.474747474747474,13.27777777777778,2000.35,1999.7368421052636,3748.0748301889885,тюменская область,10,unknown,65.0,тюмень,s7934,False,False,49500.0,44749.65165811355,0.0
279463,60.020125,30.273866820211374,268.84426774617765,4,26,33,64,0,0,0,0,2,6,7,11,9.397681427805056,5381736.0,0.185008938375425,0,15,29,55,0,0,0,0,0,0,0,1,3,3,5,0,1,1,1,1,1,0,0,3,1,1,2,5,2,17,22,45,1.33862649579122,2.687759080483302,0,0,0,0.1838702606932993,7,19,46,46,22,2059.0,732.0,13.23913043478261,12.181818181818182,1998.1739130434785,2002.9545454545453,1817.0412707824391,санкт-петербург,10,other,36.0,санкт-петербург,s19023,False,False,101300.0,103171.25312929184,0.0
276045,54.78197386145578,32.04772409261405,73.79657059521892,4,139,225,329,0,0,0,0,1,20,32,43,0.2936598423490249,330049.0,0.0959900390911447,0,28,43,62,1,15,24,36,0,4,7,13,4,7,12,16,28,37,4,5,5,2,2,3,1,12,19,38,1,72,119,178,569.3652257514823,2.127777509769988,0,0,0,0.0951951952390207,7,10,27,218,74,2356.0,823.0,4.0210526315789465,3.774647887323944,1957.3315789473684,1951.661971830986,1755.6375835607294,смоленская область,110,unknown,35.0,смоленск,s10892,False,False,53700.0,55639.44187219474,0.0
279769,56.8236887,60.608075518912045,118.51433094853294,6,55,104,210,0,0,0,0,2,14,27,53,1.7236295611515209,1468833.0,0.1170079843202626,0,15,26,56,0,1,2,5,0,2,4,10,3,6,6,4,6,11,2,7,9,3,3,9,3,5,8,20,3,20,39,98,1.4604060997251898,2.6311788310120274,0,0,0,0.1631384197210713,10,24,40,76,14,1427.0,285.0,6.375,6.666666666666668,1963.780821917808,1969.1538461538464,3443.974415992749,свердловская область,100,other,65.0,екатеринбург,s2108,False,False,72600.0,90377.25576539309,0.10662379268908424
279138,56.238377,43.46393723668921,137.3149797864229,0,19,30,46,0,0,0,0,0,5,6,11,0.0193327046339476,229000.0,0.0477629817783636,5,23,40,56,0,1,2,3,0,3,4,5,0,0,0,0,3,3,1,1,1,3,3,3,0,1,1,2,0,6,10,20,25.46949587060756,1.2133542942869873,0,0,0,0.0604986776025455,5,18,43,202,37,3009.0,595.0,3.9587628865979374,3.810810810810811,1954.3316326530603,1945.3243243243248,2444.341288221266,нижегородская область,10,unknown,45.0,дзержинск,s17235,False,False,31300.0,25437.86559509345,0.2876473381179677
275924,53.973476967708,38.16301839644166,61.70887208098461,2,32,44,55,0,0,0,0,0,0,1,1,0.414716114772445,51358.0,0.0582571251263732,3,5,8,13,0,2,2,2,0,2,3,4,0,1,1,4,5,8,0,0,0,0,0,0,0,1,2,2,2,24,32,39,184.0642069240224,0.9035595153714184,0,0,0,0.1346004558701542,2,4,6,150,50,2541.0,801.0,4.29054054054054,4.395833333333333,1970.195945945946,1963.8125,2059.7907944385606,тульская область,110,other,35.0,узловая,s3497,False,False,47000.0,47383.78617847111,0.0
276089,59.71943139445681,30.41872267537862,177.5842989689264,0,71,94,157,0,0,0,0,0,13,17,29,0.069318626897467,112674.0,0.0608713731466205,2,33,66,101,0,0,1,3,0,3,4,5,2,2,6,3,5,8,0,0,0,1,4,4,1,5,5,9,0,50,62,108,10.895523640486,0.7128609993420537,0,0,0,0.1756204946292221,20,24,47,209,60,2325.0,583.0,3.800970873786409,3.283333333333333,1955.6618357487923,1952.1333333333328,1816.5888219192814,санкт-петербург,10,unknown,35.0,санкт-петербург,s17732,False,False,48300.0,49751.0199454398,0.0
278794,56.45833199999999,84.95178355299147,309.3014105927742,4,84,134,184,0,0,0,0,0,16,26,34,3.3903721894500327,576624.0,0.1190457514096772,0,11,19,29,0,0,2,6,0,2,3,4,2,5,8,1,11,17,0,1,1,4,7,11,3,13,20,25,4,57,79,106,200.4710316193016,2.682856660504988,0,0,0,0.1668739269668714,7,10,15,117,44,1202.0,641.0,4.323232323232324,5.435897435897436,1958.639175257732,1966.6486486486488,4796.235999826931,томская область,10,first,85.0,томск,s9700,False,False,45700.0,44775.09486121799,0.0
278462,55.9882713,92.85812118625296,113.47491528537836,4,20,27,39,0,0,0,0,2,6,6,7,2.5547128377694084,1095286.0,0.0757970058927033,0,16,26,35,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,1,3,3,0,0,0,1,2,13,18,23,2.424970957402676,1.2493317266653232,0,0,0,0.3773077179327933,3,7,9,86,30,2891.0,1121.0,12.071428571428571,15.551724137931034,1994.8235294117649,2006.8620689655168,5198.965681384208,красноярский край,10,underground,95.0,красноярск,s9618,False,False,42600.0,43498.60044033908,0.0
276612,59.931102,30.350878967052758,68.31024683432891,9,321,724,1207,0,4,4,7,5,132,281,456,1.8823046318277927,5381736.0,0.0788650208358067,0,42,89,156,0,19,41,70,0,13,29,41,12,32,60,15,26,47,49,84,128,13,30,44,2,49,85,145,3,167,363,614,0.4647590857595873,0.9795766303844232,0,0,0,0.0824099185797679,25,36,57,359,82,7051.0,1755.0,4.83235294117647,4.886075949367089,1874.3362831858408,1877.784810126583,1818.9616231640935,санкт-петербург,10,underground,35.0,санкт-петербург,s5231,False,False,92100.0,76006.16657984014,0.1694353345366796
279602,54.979897,73.38018017097531,335.8909524048935,14,121,267,377,0,0,0,0,5,38,94,117,1.3265555150566928,1164815.0,0.0714750289377662,1,21,36,69,2,11,22,25,0,4,12,22,3,11,13,10,13,18,2,3,4,2,5,6,0,4,16,26,8,59,131,201,1.7482042405902225,4.520006855118127,0,0,0,0.1232852546101936,6,16,24,80,17,1583.0,313.0,5.25,5.0,1962.8875,1961.529411764705,4034.434747641665,омская область,10,unknown,75.0,омск,s12711,False,False,42600.0,41096.67111056992,0.0
278537,62.20626,34.276393489650395,225.106145970576,1,15,20,26,0,0,0,0,0,2,2,2,46.698900604702025,280170.0,0.2495283642572861,0,1,1,1,0,0,0,2,0,1,2,2,0,0,1,1,1,1,0,0,0,1,2,2,0,0,0,0,1,8,11,13,315.8450453733532,140.099866288792,0,0,0,0.9187861074167286,0,0,0,128,59,1224.0,597.0,3.6456692913385833,3.915254237288136,1962.03937007874,1963.5593220338983,2132.2062452795,карелия,10,unknown,36.0,кондопога,s7748,False,False,25000.0,25734.526149975543,0.0
278688,61.76712,34.37203124959922,10.75397406609762,0,25,44,69,0,0,0,0,0,1,1,2,2.7848730129550625,280170.0,0.1609445685553917,0,2,10,19,0,0,0,0,0,4,4,4,1,2,3,1,2,2,1,1,1,2,5,8,0,0,0,0,0,16,29,46,294.4345690398642,92.15657886033416,0,0,0,0.1313676026928228,6,10,17,136,33,3161.0,776.0,6.340909090909091,6.848484848484849,1981.840909090909,1986.2727272727277,2123.0613788377445,карелия,10,unknown,36.0,петрозаводск,s6314,False,False,70800.0,80528.36976147296,0.0
278147,55.108673,36.58269463061073,125.9076147337792,0,15,17,26,0,1,1,1,0,4,5,6,2.561179063519046,117419.0,0.3288293153402217,0,3,12,21,0,2,3,5,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,5,6,0,8,8,9,75.471099329376,3.0675369298846884,0,0,0,0.3015010621270858,2,4,6,27,9,2361.0,212.0,33.03703703703704,16.666666666666668,1996.851851851852,2013.666666666667,2016.0237558571828,калужская область,100,first,35.0,обнинск,s27203,False,False,48900.0,42785.339166263664,0.0
276801,52.28153,104.30803938962832,215.33354005040135,0,28,64,119,0,0,2,2,0,7,18,27,1.8916236323796904,623562.0,0.0830181955113911,1,16,38,48,0,2,4,7,0,3,3,5,0,0,1,0,2,4,1,3,5,1,2,5,0,3,6,10,0,16,35,67,59.42153430357379,3.0323901782623146,0,0,0,0.2492705576582138,8,27,50,266,80,2603.0,833.0,4.554655870445344,5.424657534246576,1960.2226720647773,1975.5342465753424,5453.383890590035,иркутская область,100,third,105.0,иркутск,s6596,False,False,48400.0,45789.42972698145,0.0
277315,56.837612,60.587525264781725,149.72833450632498,3,90,189,302,0,0,0,0,0,20,37,64,1.47688780402847,1468833.0,0.1387722629620585,0,30,75,101,0,3,9,16,0,7,20,28,6,13,14,1,4,4,2,5,9,6,10,15,2,11,32,40,3,50,99,162,0.9175974840564276,2.7355141467218607,0,0,0,0.171786101222117,11,23,41,139,35,2492.0,803.0,5.7898550724637685,6.647058823529411,1962.253623188405,1966.470588235294,3443.650253039861,свердловская область,10,unknown,65.0,екатеринбург,s31828,False,False,52500.0,52187.850921896905,0.0
278847,56.45600500000001,84.96875521246398,99.85633569877396,3,67,144,232,0,1,1,1,0,11,32,47,3.729789157256157,576624.0,0.3341113564975711,0,9,18,33,0,0,1,2,0,2,5,7,2,3,8,0,2,2,0,0,1,2,6,10,0,2,10,20,2,48,94,160,200.96031956554768,1.6474205143343492,0,0,0,0.2199574430828378,6,15,23,139,43,1788.0,547.0,5.018018018018019,4.4,1968.548672566372,1964.975,4796.996469118643,томская область,100,unknown,85.0,томск,s20366,False,False,49700.0,49280.79891540042,0.0
275595,54.50774184674378,36.28709992743423,140.67050914594816,1,24,46,63,0,0,0,0,0,0,0,3,1.9954728797330896,342936.0,0.0967079515054178,0,6,11,50,0,0,1,2,0,0,0,0,1,3,4,3,7,8,0,0,0,2,3,5,0,1,4,7,1,18,31,39,142.01254803801373,11.100357035846368,0,0,0,0.2125035656482008,5,13,21,157,67,2348.0,751.0,4.329032258064516,3.8939393939393936,1971.670967741936,1967.4925373134329,1977.9278752115797,калужская область,10,unknown,35.0,калуга,s4086,False,False,40600.0,46434.75053625443,0.0
279550,52.28528789999999,104.28990783706064,61.492817265385725,4,93,169,257,0,0,1,1,3,36,65,90,0.6506627735574917,623562.0,0.1412696029359833,0,26,54,88,0,5,11,18,0,2,7,10,4,8,10,6,12,26,8,15,18,1,2,3,2,9,11,18,1,28,45,75,59.617530303955576,1.828490443548464,0,0,0,0.1265977390559234,7,22,41,323,80,1989.0,547.0,2.7142857142857144,3.013333333333333,1937.195804195804,1942.7162162162165,5452.827856325181,иркутская область,100,other,105.0,иркутск,s6671,False,False,56100.0,57096.09928664531,0.0
278958,43.099106,131.94498363336388,319.09239820842066,3,47,103,177,0,0,0,0,0,4,10,16,4.8397569936216005,604901.0,0.1462306686512363,0,13,27,49,0,0,0,1,0,0,3,6,2,5,15,0,1,4,1,1,2,3,3,3,0,3,5,7,3,34,75,125,2277.288543314039,1.4126887621061828,0,0,0,0.2594475183280548,12,22,30,199,59,2615.0,934.0,5.056701030927835,6.016949152542372,1962.466666666667,1967.4406779661012,5686.710835782615,приморский край,10,first,134.0,владивосток,s6385,False,False,45800.0,44955.63065914945,0.0
275607,54.00914588926721,86.63669766321306,114.51259847002127,0,11,31,43,0,0,0,1,0,1,2,2,14.403656819720965,191839.0,0.0460221899326482,1,7,17,21,0,1,2,3,0,1,1,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,17,20,262.6224971261584,9.420379851831198,0,0,0,0.0480793311943944,3,5,8,93,27,1057.0,347.0,3.640449438202247,3.6666666666666665,1961.8426966292127,1957.8148148148148,4679.174043456809,кемеровская область,110,unknown,85.0,киселевск,s9830,False,False,33200.0,25080.209849153605,1.341780579889271
