,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
275520,54.7554064036885,32.10696936088292,812.1165483802188,3,34,53,73,0,0,0,0,1,2,3,6,4.684092663835761,330049.0,0.305224484063701,0,1,4,9,0,0,0,0,0,2,4,6,0,0,1,0,0,0,0,0,0,1,2,3,0,3,3,4,2,28,43,57,346.0053230899801,6.172642993082934,0,0,0,0.0949280704183082,4,11,13,108,38,3355.0,1309.0,8.495145631067961,8.916666666666666,1992.2233009708727,1994.916666666667,1758.030155745919,смоленская область,10,unknown,35.0,смоленск,s22413,False,False,32700.0,28391.24513099457,0.00013821997618118976
278769,56.06838000000001,92.9382962215552,71.87867973890826,0,11,23,42,0,0,0,0,0,4,4,4,7.6547373233934115,1095286.0,0.048638518852066,2,12,31,41,0,0,0,0,0,0,1,2,1,1,2,0,2,2,0,0,1,0,0,1,0,0,1,3,0,6,13,25,2.3348716620673065,3.266852017395088,0,0,0,0.02184592350503,7,12,14,77,28,3005.0,848.0,10.090909090909092,8.714285714285714,1997.5064935064936,1993.0357142857144,5210.899709102722,красноярский край,10,unknown,95.0,красноярск,s28858,False,False,94500.0,108293.58619655452,0.0
276908,44.8794194,37.311466162004216,56.498261279836,3,6,15,28,0,1,1,1,1,1,3,5,40.24534555537291,262250.0,0.4411239034572629,0,6,20,37,0,0,0,0,0,0,0,0,1,1,3,1,3,3,1,3,5,0,2,2,0,0,0,0,1,2,3,9,459.8373999958172,7.946251280496267,0,0,0,0.4363784985087596,5,13,16,50,7,579.0,87.0,4.6938775510204085,5.428571428571429,1983.9591836734687,1995.571428571429,1674.5169383134958,краснодарский край,110,other,34.0,анапа,s1700,False,False,87400.0,88498.29865090875,0.0
278722,58.0060275,56.24919636840499,682.9711648191821,2,89,235,389,0,0,0,0,1,13,62,92,0.994769022930601,1055397.0,0.1816358519861695,0,45,93,172,0,10,18,25,0,5,14,29,2,6,15,3,6,11,1,2,5,3,9,18,0,5,14,26,0,49,120,193,271.810010330114,1.6018588929073352,0,0,0,0.1413209033641121,10,23,38,172,40,2720.0,839.0,5.6566265060240974,6.657894736842105,1962.5174418604647,1967.35,3262.7924313986,пермский край,100,other,55.0,пермь,s11372,False,False,45400.0,43654.8445026864,0.0
279376,52.95151,36.0157725218646,52.38432819803796,0,6,8,11,0,0,0,0,0,1,1,2,4.203468114831718,319550.0,0.835621327576457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,7,305.1854192632477,45.58557497403808,0,0,0,0.4093419040095802,0,2,2,45,25,1664.0,968.0,11.523809523809526,11.625,2013.7619047619048,2014.0,1907.0895388492384,орловская область,10,unknown,35.0,орёл,s7523,False,False,57600.0,57708.09904388973,0.0
275387,59.20556129227562,39.8413286257662,225.4811864750732,4,17,41,55,0,0,0,0,0,5,12,14,3.0905438759744386,311166.0,0.0984935714019756,0,9,18,38,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,3,10,25,34,397.3086293173181,2.3985447089151712,0,0,0,0.0781058246565122,6,15,29,196,51,2940.0,919.0,5.078313253012048,5.976190476190476,1979.229885057472,1982.5,2358.828223918496,вологодская область,110,unknown,35.0,вологда,s12785,False,False,36800.0,31949.45047353828,0.00014713654713896653
277641,54.781948,32.02533592465207,143.08547211494647,3,38,70,100,0,0,0,1,0,2,6,6,1.5285022502929384,330049.0,0.0520143701331148,3,15,24,31,0,0,0,1,0,1,1,3,1,2,5,1,2,2,0,0,1,4,7,9,0,0,1,7,3,28,50,69,568.9458475963124,1.88113723428067,0,0,0,0.1210568065498882,6,10,13,148,52,2604.0,973.0,5.627737226277373,5.884615384615384,1974.753623188405,1976.0,1754.4102873068216,смоленская область,10,unknown,35.0,смоленск,s17112,False,False,42800.0,44162.41499992177,0.0
277600,51.726027,36.18152602456165,338.6904734925298,9,87,155,226,0,0,0,5,1,17,26,45,1.4926977367897147,443212.0,0.1119721093945386,0,19,31,50,0,2,2,3,0,2,8,11,3,6,7,2,2,12,1,2,4,5,5,7,0,4,7,12,7,56,101,138,433.0845335121992,3.6898203974504,0,0,0,0.1301875094766194,5,12,24,121,46,1369.0,554.0,4.963963963963964,5.3555555555555525,1966.027027027027,1964.9545454545453,1871.5265920476786,курская область,100,other,35.0,курск,s24233,False,False,32600.0,22451.177683235648,4.054575341672533
278804,52.970623,36.09139873998889,1095.897200616417,2,17,34,60,0,0,0,0,0,2,3,4,1.3425551203725323,319550.0,0.2976578213368621,0,10,11,14,0,0,1,1,0,0,1,4,0,0,3,1,1,2,0,0,1,1,3,3,0,2,3,7,1,4,14,27,301.66231377121767,74.0141173481097,0,0,0,0.1491220258938046,9,15,20,132,42,2048.0,293.0,4.753968253968254,3.692307692307693,1959.716535433071,1946.0256410256409,1911.7838761986266,орловская область,110,unknown,35.0,орёл,s24965,False,False,29700.0,30543.010768868444,0.0
279400,56.064545,92.94288033152388,101.49249617288818,0,10,28,44,0,0,0,0,0,1,3,6,7.448349019538673,1095286.0,0.1359631469340915,0,6,33,52,0,0,0,0,0,0,0,0,1,3,4,0,1,1,1,1,1,0,0,1,0,1,2,3,0,6,18,26,1.8205536263132511,3.0858897101888494,0,0,0,0.1958609246134404,2,11,20,94,28,3514.0,995.0,10.297872340425531,11.571428571428571,1999.148936170213,2003.178571428572,5210.800296776336,красноярский край,110,unknown,95.0,красноярск,s14362,False,False,70100.0,75375.03055367313,0.0
278284,56.153866,44.212654720576296,521.5220904898086,4,75,138,235,0,1,2,2,0,7,17,24,23.23489714047037,1252236.0,0.0657372310770925,1,23,37,49,0,0,1,1,1,4,10,14,2,6,12,0,3,7,1,2,2,10,16,25,1,6,13,17,3,52,86,154,22.221481062987465,5.007496844385686,0,0,0,0.1103151543181578,4,5,10,139,39,2631.0,1003.0,5.8134328358208975,7.486486486486488,1978.6940298507463,1992.891891891892,2482.711488683509,нижегородская область,100,unknown,45.0,кстово,s17346,False,False,49100.0,51740.85717952404,0.0
277410,53.2646062,34.42780202167884,249.8202401334531,0,0,1,5,0,0,1,1,0,0,0,0,4.616258362423419,406553.0,0.1422798423723531,0,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,323.7673508530433,1.2330610313727757,0,0,0,0.089430004033715,2,3,6,77,16,938.0,338.0,3.6447368421052633,5.5625,1968.5526315789475,1980.0,1833.7833170162876,брянская область,110,other,35.0,брянск,s1020,False,False,41000.0,38996.03969156325,0.0
279576,54.509228,36.26768829554721,28.23095789855004,1,119,321,550,0,0,0,0,0,13,40,83,0.3407835748944383,342936.0,0.1328891766106167,0,34,89,158,0,6,14,25,0,5,16,27,5,12,24,15,29,55,0,0,0,1,3,7,1,14,21,43,1,79,225,373,142.4622882365316,9.460501487700274,0,0,0,0.1384004227744044,13,26,37,402,101,4229.0,1199.0,3.76530612244898,4.113402061855672,1947.7139240506328,1953.1515151515152,1976.9236903349142,калужская область,100,unknown,35.0,калуга,s25013,False,False,45200.0,41160.48786497893,0.0
279394,59.932724,30.348995405119425,239.7574013601664,18,280,669,1157,0,3,5,7,9,122,275,446,1.7688464183294133,5381736.0,0.0261563115851026,1,43,83,147,1,20,47,70,1,13,26,43,9,30,52,14,28,54,37,82,124,11,31,47,9,43,84,145,5,138,319,580,0.6443584802392255,1.105148274160746,0,0,0,0.0668097846752977,25,41,57,325,63,6345.0,1230.0,4.82084690553746,4.964912280701754,1874.2549019607843,1874.7894736842104,1818.8979652922906,санкт-петербург,100,second,35.0,санкт-петербург,s17147,False,False,406100.0,421288.3499194509,0.0
278014,55.00462320000001,73.3510683189355,42.92827875249136,4,59,107,149,0,0,0,0,0,2,14,18,2.0976116310329167,1164815.0,0.0782551872180612,1,15,27,30,0,0,0,0,0,3,3,5,5,8,12,1,1,1,0,1,1,2,8,12,0,1,7,10,3,44,71,98,1.346563875529724,7.632510943743711,0,0,0,0.226343579483799,4,6,7,79,19,2579.0,634.0,8.064102564102564,9.052631578947368,1983.9113924050632,1989.421052631579,4034.6478742005056,омская область,100,other,75.0,омск,s12097,False,False,48600.0,50759.08150343769,0.0
276442,55.044727,82.9089239682294,279.454673923706,2,63,159,233,0,0,1,3,0,8,25,37,2.1486573996991,1625600.0,0.1147587243415704,0,30,46,64,0,1,3,4,0,2,5,12,7,13,16,2,4,4,3,3,4,13,19,22,0,4,17,26,1,28,94,142,0.9144190744735742,1.2184745239723112,0,0,0,0.0822314177996616,7,16,23,188,38,5407.0,1295.0,8.679775280898877,10.405405405405403,1977.138888888889,1984.2702702702704,4563.699085694944,новосибирская область,110,unknown,85.0,новосибирск,s17078,False,False,55600.0,51214.02980687781,0.0
275696,44.88962729826334,37.29626497956297,17.539440664309822,4,36,50,80,0,0,0,0,0,4,7,11,41.4545876804649,262250.0,0.1911214072676338,0,29,52,73,3,7,7,11,0,0,0,2,0,1,3,9,13,22,5,10,12,6,6,7,0,0,0,1,0,2,4,10,460.78554488604624,6.9435292429431685,0,0,0,0.4004312919801095,2,9,14,16,5,279.0,142.0,8.666666666666666,7.0,1976.071428571429,1974.75,1674.215434549853,краснодарский край,110,other,34.0,анапа,s10442,False,False,108600.0,107757.14209894226,0.0
276897,56.1500081,101.61915344018249,160.08183930923272,0,3,5,14,0,0,0,0,0,1,1,2,1.0510712392098172,231602.0,0.9097099992145848,0,0,0,3,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,2,4,4,0,0,1,5,426.86425786162994,5.43832672149196,0,0,0,0.1467835932285641,7,9,15,96,30,1462.0,317.0,4.7023809523809526,4.363636363636363,1965.055555555556,1962.9259259259256,5705.91628878139,иркутская область,10,other,105.0,братск,s14617,False,False,36500.0,35981.59556920953,0.0
276787,51.736423,36.18994770106472,156.6225319382235,1,48,173,319,0,0,0,1,0,6,31,64,0.6287247533094458,443212.0,0.169480157467435,0,9,35,74,0,3,4,9,0,2,13,27,0,4,7,2,8,17,0,1,4,2,7,10,0,4,12,24,1,30,108,191,431.8336230521381,2.742299586145472,0,0,0,0.2318459378234544,5,14,26,138,39,1564.0,352.0,4.78740157480315,4.484848484848484,1954.859375,1952.617647058824,1872.3384426101618,курская область,10,third,35.0,курск,s7137,False,False,38500.0,32836.91009431868,0.02242228368327113
277883,52.286983,104.31142312152735,215.0809655487924,1,23,49,91,0,0,0,0,1,2,8,20,1.926721504508112,623562.0,0.2287225948872583,0,9,16,26,0,2,3,3,0,0,1,2,0,0,0,1,4,4,2,2,2,2,4,6,0,1,3,9,0,14,27,53,58.77233229958686,3.3048094599492206,0,0,0,0.1996564161451959,11,21,28,231,60,2405.0,766.0,5.107981220657277,4.351851851851852,1967.8019323671492,1964.8727272727276,5454.129607461107,иркутская область,10,unknown,105.0,иркутск,s11375,False,False,41100.0,37809.017544861286,0.0
278357,54.7806432,56.12222538340984,219.5185549331516,1,20,37,48,0,0,0,1,0,0,0,2,12.556223868622716,1128787.0,0.3394496173053729,0,0,10,15,0,0,0,1,0,2,3,3,1,2,4,0,0,0,0,0,0,0,1,1,1,1,2,2,1,17,30,35,345.40859247576884,6.6173869383523165,0,0,0,0.0774370282466811,6,14,23,124,35,3530.0,1122.0,9.475409836065571,9.82857142857143,1987.565573770492,1989.0285714285717,3074.4116043185577,башкортостан,110,other,55.0,уфа,s25851,False,False,48100.0,55594.389293043576,0.0
276697,53.31105400000001,34.307843754217444,428.0999307938164,3,29,49,64,0,1,1,1,0,1,5,7,8.668052807364809,406553.0,0.1135767669221855,0,37,69,104,0,0,0,0,0,3,3,3,0,0,0,2,5,6,0,0,2,0,0,0,0,4,4,4,3,22,34,44,324.1424925428418,6.078202244422799,0,0,0,0.1836099441799516,8,12,22,159,37,2321.0,795.0,3.9615384615384617,4.378378378378378,1956.4679487179485,1954.783783783784,1828.9873110046494,брянская область,10,unknown,35.0,брянск,s1310,False,False,41800.0,46776.46166134173,0.0
277620,52.24977,104.41238341203108,339.8618985178718,2,9,13,14,0,0,0,0,1,3,4,4,9.820761307541988,623562.0,1.082936514547185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,59.87663825619562,9.844355240571977,0,0,0,0.516627077995285,0,2,2,8,5,133.0,76.0,4.5,4.4,1975.25,1975.4,5455.523018430439,иркутская область,10,unknown,105.0,иркутск,s12304,False,False,42300.0,42555.52053075893,0.0
276395,55.6641373,37.75587181576083,82.6548964493926,8,36,119,186,0,0,0,0,2,6,19,22,8.950442618689356,189123.0,0.1034710114789714,0,9,19,38,0,0,0,2,0,1,5,11,5,11,15,0,2,5,3,4,4,2,6,11,2,6,10,14,3,19,74,117,0.5117769991940773,1.9285044075497129,0,0,0,0.0864540084157995,10,25,34,117,17,5500.0,1060.0,12.85344827586207,15.235294117647054,1986.1206896551723,1992.8823529411768,2101.648032633711,москва,100,other,35.0,москва,s4424,False,False,145000.0,146573.28870307998,0.0
278559,54.73295,55.9713258973914,241.6734872305268,3,48,91,131,0,0,0,0,1,9,11,16,1.5344692909808333,1128787.0,0.101968558674654,0,19,33,48,0,0,0,0,1,4,5,9,6,8,8,1,1,5,1,2,4,0,1,2,1,5,6,8,1,26,58,81,356.0804889529122,2.1641481614985723,0,0,0,0.0623010388536816,12,26,35,169,55,3356.0,1052.0,6.451807228915661,7.222222222222222,1972.8502994011976,1974.666666666667,3063.475781775629,башкортостан,100,unknown,55.0,уфа,s20761,False,False,56900.0,59638.31682642031,0.0
276649,54.72345870000001,55.93148730083136,617.2278521646973,5,55,78,94,0,0,0,0,1,5,9,11,1.2863293466558816,1128787.0,0.1365414893772682,0,18,30,43,0,3,4,5,0,1,3,5,3,3,5,11,16,16,1,1,2,6,7,7,0,2,3,3,2,23,33,38,358.6911670090849,3.0680121174950674,0,0,0,0.0853427814862411,9,15,19,110,41,1728.0,959.0,5.669811320754717,7.634146341463414,1958.7196261682243,1973.756097560976,3060.76443533662,башкортостан,10,other,55.0,уфа,s6213,False,False,62100.0,69178.66692218947,0.0
277413,59.1323829,37.935620060387336,41.32503456632009,3,36,62,137,0,0,0,0,0,3,10,29,1.0450216196246285,318107.0,0.1193537549108957,0,4,6,24,0,0,0,6,0,5,5,6,0,3,4,1,1,3,1,2,5,0,0,1,0,4,7,17,3,26,43,87,359.14997725674027,43.120324902687095,0,0,0,0.1991365455609678,6,14,27,112,42,2854.0,1026.0,7.160377358490566,7.078947368421053,1978.046728971963,1976.921052631579,2243.223610959745,вологодская область,110,other,35.0,череповец,s24256,False,False,55800.0,55438.55011962084,0.0
276278,59.94084870000001,30.392651302837383,118.60465828843842,3,67,126,169,0,2,2,2,0,15,32,43,4.148899897518313,5381736.0,0.0896984567420456,1,31,59,102,0,4,8,9,0,1,5,6,2,3,4,0,7,9,0,2,3,2,4,10,2,17,27,30,2,40,65,85,1.9533175235695035,2.19771329127204,0,0,0,0.0656364329755627,15,26,33,76,23,1622.0,488.0,5.371428571428571,5.2105263157894735,1920.6142857142856,1927.2631578947369,1821.7613133352338,санкт-петербург,100,other,35.0,санкт-петербург,s17729,False,False,106800.0,108351.5621177985,0.0
275582,52.27922261333197,104.28254083836646,1352.0229631899767,3,76,164,258,0,0,0,1,0,38,72,101,1.2772739567253597,623562.0,0.0713180160206648,3,31,56,92,1,7,16,25,0,3,6,9,2,10,13,9,15,26,6,12,14,3,4,5,0,1,10,17,1,12,37,69,60.34538250353739,1.742921985890248,0,0,0,0.0646801243181744,8,18,32,229,80,1566.0,563.0,2.95945945945946,2.948051948051948,1942.521327014218,1942.4864864864865,5451.810167172842,иркутская область,10,unknown,105.0,иркутск,s7108,False,False,53400.0,42096.17850403529,0.6243496369839083
276597,57.010635,40.99802168204248,403.6537378506597,0,8,29,58,0,0,1,1,0,0,5,9,1.8447330277944671,409285.0,0.0679293087359732,0,23,46,77,0,1,2,5,0,1,3,3,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,14,34,173.99373300640158,73.86688405065561,0,0,0,0.0669315345945758,5,12,19,108,32,1400.0,485.0,4.6565656565656575,5.857142857142858,1884.5142857142853,1895.551724137931,2337.32324983701,ивановская область,10,unknown,45.0,иваново,s23324,False,False,37000.0,43832.12228929218,0.0016846824888595987
276197,59.926476,30.350511584064183,1940.745443749669,13,384,794,1194,1,2,2,11,3,128,278,410,2.2339324407291485,5381736.0,0.046537799333779,1,50,108,179,1,9,27,52,3,11,28,45,30,48,67,6,16,28,34,82,124,14,31,47,1,43,101,153,6,239,450,662,0.0652838322086267,0.7992471848773619,0,0,0,0.0598858061295219,18,36,49,419,148,7652.0,2627.0,4.840796019900497,4.8194444444444455,1881.4173027989823,1882.0979020979016,1818.7992040301442,санкт-петербург,100,unknown,35.0,санкт-петербург,s4157,False,False,116000.0,125883.07280937376,0.0
279206,61.25098000000001,73.45031812217749,622.4215193555689,4,29,76,126,0,0,0,0,0,3,8,12,2.717487302401046,380632.0,0.1153441545849533,0,16,35,61,0,0,0,0,0,2,6,9,2,3,7,0,0,0,1,1,1,1,3,4,1,1,2,4,3,22,59,96,695.4092434150286,7.9079851619208625,0,0,0,0.1221471608361134,6,16,31,53,7,2609.0,480.0,10.11320754716981,12.714285714285715,2002.113207547169,2007.428571428572,4498.903966295132,ханты-мансийский ао,10,first,76.0,сургут,s27157,False,False,55900.0,59700.69935639918,0.0
279100,61.25557,73.44207541334286,215.4484002625028,0,35,95,142,0,0,0,0,0,6,15,18,2.2780292057958644,380632.0,0.0828080429136746,0,13,43,60,0,1,1,1,0,4,8,10,2,4,4,0,0,0,1,1,2,0,4,9,0,1,5,7,0,26,69,101,695.9127723561975,7.274537461478746,0,0,0,0.1093862702669039,7,15,18,57,30,2069.0,1021.0,9.56140350877193,9.066666666666666,2002.701754385965,2000.233333333333,4498.736191427302,ханты-мансийский ао,100,unknown,76.0,сургут,s1497,False,False,52400.0,52717.95931722578,0.0
278873,52.35073,35.350387697628044,238.4118938664564,1,40,71,104,0,0,0,0,0,5,8,11,84.218460866182,319550.0,0.1526409319034279,0,12,23,35,0,0,0,0,0,2,3,4,1,2,4,1,3,3,1,1,1,0,1,3,0,1,4,5,1,30,52,75,387.58988252800657,2.8796517626941114,0,0,0,0.2162259387445678,11,19,27,172,45,4270.0,1176.0,8.538461538461537,9.644444444444442,1992.0647058823529,1994.844444444445,1850.6186017538473,курская область,110,unknown,35.0,железногорск,s12711,False,False,26000.0,19898.33612352115,1.090519522461601
275912,59.57607529156589,30.12497068228133,431.5198979021464,4,73,129,215,0,0,0,0,0,10,16,36,23.278349797602853,112674.0,0.1129264374761427,0,11,36,50,0,0,0,0,0,4,4,8,3,10,14,0,2,5,0,1,3,7,10,15,0,6,11,21,4,48,84,134,30.63709928373289,1.4059840007785311,0,0,0,0.273378464296638,4,14,22,138,44,2134.0,766.0,4.284671532846716,4.511627906976744,1967.029197080292,1969.2093023255811,1794.7275215238076,ленинградская область,110,underground,35.0,гатчина,s27765,False,False,40900.0,39110.59508970109,0.0
278534,51.70866,36.14532964108636,66.02863875604423,3,53,86,109,0,0,0,0,0,2,9,9,4.309066630251243,443212.0,0.271152027653535,0,6,12,19,0,0,0,0,0,2,3,3,3,5,5,0,2,2,7,7,7,0,1,3,0,0,0,0,1,39,61,79,435.4801427205229,5.7549914802277895,0,0,0,0.2683108111998472,9,20,25,153,59,1811.0,716.0,4.9765625,5.666666666666668,1968.8819444444448,1970.169811320755,1869.026560998857,курская область,10,unknown,35.0,курск,s6983,False,False,47700.0,51144.47402856493,0.0
279295,51.73696500000001,36.14039574618392,8.688391720491612,4,80,172,281,0,0,0,0,0,5,11,23,2.883589398619604,443212.0,0.0669583201659979,2,15,33,58,0,0,3,3,0,3,10,13,4,8,12,2,3,4,0,1,1,9,20,29,0,1,2,4,3,54,115,200,432.4459837294438,6.6685926449258615,0,0,0,0.0444897159575022,11,22,35,140,35,3563.0,816.0,9.095652173913043,8.586206896551724,1994.6639344262296,1995.379310344828,1869.7943898064668,курская область,110,unknown,35.0,курск,s31022,False,False,49500.0,53059.3019779172,0.0
277379,56.013275,92.8872938064073,453.7138488134868,1,17,55,87,0,0,0,0,1,2,13,23,0.877234157337784,1095286.0,0.1326468908507582,0,33,55,79,0,0,2,4,0,4,12,17,2,2,2,1,3,14,2,5,7,0,1,1,0,2,4,6,0,5,16,19,0.7148433516912672,4.5617009623643945,0,0,0,0.1825937780864324,3,6,14,124,56,2327.0,1075.0,6.658333333333332,7.25,1972.4033613445372,1975.423076923077,5202.921531984089,красноярский край,100,unknown,95.0,красноярск,s14617,False,False,41900.0,42403.37836350416,0.0
275722,55.04304838491485,82.90793495974535,278.90412304406794,2,63,159,233,0,0,1,3,0,8,25,37,2.1486573996991,1625600.0,0.1147587243415704,0,30,46,64,0,1,3,4,0,2,5,12,7,13,16,2,4,4,3,3,4,13,19,22,0,4,17,26,1,28,94,142,0.9144190744735742,1.2184745239723112,0,0,0,0.0822314177996616,7,16,23,188,38,5407.0,1295.0,8.679775280898877,10.405405405405403,1977.138888888889,1984.2702702702704,4563.505475482636,новосибирская область,110,underground,85.0,новосибирск,s17078,False,False,43900.0,40239.634600979785,0.0
278997,56.484802,84.95396195989147,143.7971604272369,6,85,166,242,0,0,0,2,1,27,52,74,0.4405468776349663,576624.0,0.0307286230410567,3,31,44,86,0,5,7,10,0,3,9,16,4,10,12,5,11,13,3,8,11,1,2,3,0,1,4,6,4,37,81,117,202.90098855310347,3.6733108138936,0,0,0,0.1139785142814221,8,20,33,292,60,1189.0,247.0,2.468599033816425,2.6818181818181817,1922.4368932038835,1927.1627906976744,4798.607720420002,томская область,100,third,85.0,томск,s3422,False,False,78300.0,91538.664330306,0.0
279749,55.6825835,37.60067587867205,214.00816333310053,1,32,79,149,0,0,0,1,1,8,14,31,7.647699654135381,12630289.0,0.1949440998769102,0,25,48,72,0,3,4,5,0,1,2,2,3,3,4,0,0,1,0,1,3,5,10,16,0,0,1,2,1,15,50,86,1.3938963932555004,0.9415745502516027,0,0,0,0.1256568493291094,8,32,49,181,50,3644.0,1010.0,8.07182320441989,8.9,1965.812154696133,1967.64,2093.7027742705923,москва,110,underground,35.0,москва,s23622,False,False,125100.0,146625.24789374066,0.0
278394,51.740597,36.20420034571787,317.44148422060226,1,11,75,187,0,0,0,3,1,4,17,38,1.425857298222551,443212.0,0.3728920691993282,0,0,12,35,0,1,1,10,0,2,12,21,0,1,4,0,5,14,0,1,1,0,1,8,0,1,9,13,0,4,39,98,431.20667066911415,2.1395713024864813,0,0,0,0.4565860627783602,0,4,7,119,34,1344.0,406.0,5.228070175438597,6.066666666666666,1959.6120689655168,1971.40625,1873.2269397950492,курская область,10,unknown,35.0,курск,s5611,False,False,50000.0,59699.19163693874,0.007599488250610259
276138,50.59919594138356,36.57676714239783,46.94544847846314,0,43,91,140,0,0,0,0,0,9,23,37,0.7883364937331643,384425.0,0.0818709814862004,1,11,15,30,0,1,5,11,0,3,6,7,3,7,8,3,5,12,0,1,3,3,4,4,0,4,7,10,0,20,38,53,552.7740240890901,2.049832713253711,0,0,0,0.0254709552973345,13,16,19,151,56,2466.0,962.0,6.169014084507044,5.727272727272728,1971.7945205479448,1970.053571428572,1850.7550075405477,белгородская область,100,unknown,35.0,белгород,s20092,False,False,54300.0,49759.88249577957,0.0
275799,61.76374924287421,34.37640244549025,73.67871620232809,2,15,32,48,0,0,0,0,0,0,1,1,2.8555091831592563,280170.0,0.1526477226913573,0,6,7,11,0,0,0,0,0,2,4,4,0,0,3,0,0,1,0,1,1,2,4,6,0,0,0,0,2,12,23,31,294.54030718215614,92.02124829262232,0,0,0,0.1300426047006047,11,15,15,115,31,2553.0,781.0,6.535714285714287,8.290322580645162,1980.504424778761,1984.419354838709,2123.2155005153877,карелия,10,first,36.0,петрозаводск,s21716,False,False,64800.0,75408.48003842447,0.0
277416,56.306698,44.08428379878441,352.8053327207249,2,50,127,139,0,0,0,1,0,3,14,15,5.375402554160707,1252236.0,0.1567590736929419,0,2,5,11,0,0,0,0,0,1,1,1,4,8,8,0,0,1,0,0,1,3,4,4,0,2,5,5,1,39,105,111,5.43226027768972,9.394328425664114,0,0,0,0.1648189949104978,4,8,15,34,9,1236.0,386.0,11.787878787878787,14.22222222222222,2006.4545454545453,2009.111111111111,2482.2404544044466,нижегородская область,100,unknown,45.0,нижний новгород,s21735,False,False,46200.0,47760.0490617816,0.0
276990,56.47717,84.96681543252781,99.61559205982172,1,49,89,140,0,1,1,1,0,9,16,22,1.4686179381970492,576624.0,0.0696412510493947,1,22,48,73,0,1,3,4,0,1,4,7,3,5,15,1,2,4,1,3,7,3,5,11,0,4,4,5,1,31,50,70,202.7243438625364,2.5181571147114843,0,0,0,0.1419509139640875,8,17,19,298,96,2807.0,946.0,4.174107142857143,4.16,1955.4272300469488,1954.333333333333,4798.685279541497,томская область,10,unknown,85.0,томск,s17624,False,False,50500.0,53857.03070236414,0.0
275848,56.47302007886724,84.96760764476167,108.83162608565544,4,50,137,237,0,1,1,1,1,7,22,32,1.9576996187110989,576624.0,0.1041179487849614,0,26,56,97,1,2,3,3,0,1,6,12,6,12,18,1,5,7,2,5,7,5,9,18,0,0,9,19,2,27,77,147,202.3554000377109,2.119223130703067,0,0,0,0.0660662579169366,5,20,28,344,94,3672.0,948.0,4.6729323308270665,4.378378378378378,1964.7007874015744,1959.530303030303,4798.37741257594,томская область,10,first,85.0,томск,s11347,False,False,78300.0,89431.72449100122,0.0
